topic,acf,dps
MB01,0.4466361053719003,37.02963207149999
MB02,0.17515307673378405,2.047117316181072
MB03,0.16234854343903074,11.152790986399658
MB04,0.30208523673886195,26.295352362251123
MB05,0.08890941146839025,1.0867625811524395
MB06,0.03621736198092312,0.4997465964904176
MB07,0.10627439418189986,16.630381347445322
MB08,0.22634107494875944,21.81800461117501
MB09,0.23983039129833583,193.5808715981321
MB10,0.6255893024211031,17.71345233564035
MB11,-6.768097893768319E-4,0.5791561637918595
MB12,-0.01847290640394089,0.22942822884613495
MB13,0.12693330770309794,9.436565884004882
MB14,0.328566313866998,92.95455459462715
MB15,-5.669737774627876E-4,0.10114968759182696
MB16,-4.726456339359573E-4,0.09013964821387208
MB17,-0.005634518197006956,57.39821718362735
MB18,0,0
MB19,0.19082100238663477,11.866190708652102
MB20,0.39596726937931004,115.42353717076118
MB21,0.2861509917012805,162.81360854550508
MB22,0.32809506974873653,117.72354819229875
MB23,0.1304800788011305,35.638878590534475
MB24,0.3711813241674994,57.50885015626283
MB25,0.16575844808518714,15.202490542224549
MB26,0.06465911530558434,67.19221958199215
MB27,-0.056431783874632345,5.346765397334027
MB28,0.1473672037622386,1.3165378314522398
MB29,0.12292520858995604,9.376263047075424
MB30,0.2652732710558939,93.62483015872301
MB31,0.02603850050658539,0.8343391348582881
MB32,0.2847529827507797,29.96665303850885
MB33,0.06415243516761546,0.5303280721140967
MB34,-0.1108342460752098,3.021046915341328
MB35,-0.04842774055629244,0.7265186997717217
MB36,0.2928825560404506,63.24862933013718
MB37,0.5597102848765624,59.35934232103808
MB38,0.39454614590689413,5.39572537066604
MB39,0.529226997625067,36.00207803373945
MB40,-0.05158730158730158,3.46958159998416
MB41,0.19230769230769235,4.359520138550581
MB42,0.2097271593631485,16.84237355317397
MB43,0.2267541440473766,7.542330983167289
MB44,0.6432661389396317,7.117237564772274
MB45,0.12818890125616164,13.581485609043362
MB46,0.06154526889040162,1.1991228375483889
MB47,0.09517755742012057,1.5453123759954417
MB48,0.26426876865386023,23.055260453846262
MB49,-3.246753246753084E-4,0.07774605056498007
MB51,0.30444692945671414,13.239736596061997
MB52,0.1828777002271258,6.579898475172004
MB53,0,0
MB54,0.3526373653339269,773.5540958196365
MB55,-0.0684092092220176,11.376439373650271
MB56,-0.07698324022346363,3.93037021201499
MB57,0.3633534063701657,36.49575773142429
MB58,0.04184075864982822,1.8073339761605112
MB59,0.053302022178734455,9.351761872479385
MB60,0.012310422152757577,34.541307365451175
MB61,0.1919298245614026,8.346353047208199
MB62,0.018433179723502304,12.360699558055448
MB63,0.23165154950869388,1.8613512924698703
MB64,0.13946180745818076,3.497441280201812
MB65,0.28836790627687015,5.040075534299239
MB66,0.6189031112599849,388.365400318875
MB67,0.01924650984891949,5.804622799561838
MB68,0.38795122724958897,70.26744506227759
MB69,0.03380750897583322,7.041077846240771
MB70,0.0762778887778888,5.798649383813272
MB71,0.22576153714274208,222.87678592363588
MB72,0.21814617103104395,40.868179575119754
MB73,0.3479526018322555,13.963480796779374
MB74,0.14063080478865242,15.804008305026375
MB75,0.4649210843007964,518.0137361460756
MB76,0,0
MB77,0.09725209406393888,5.870637799864295
MB78,-0.007295635992281507,180.78605899517768
MB79,0.30147734959720157,173.95827953027114
MB80,0.2803694211676472,4.469794763357597
MB81,0.48860836747336217,263.22546378084695
MB82,-0.0056955322397911744,10.945487258857625
MB83,-0.041887251395049424,2.258042011564325
MB84,-0.02551375827237893,9.950612670265683
MB85,0.27234601963027427,19.962740660953806
MB86,0.3591763736910213,13.979310184610085
MB87,-0.12278801612956976,20.81982875441416
MB88,0.1862301698026764,345.92367583888534
MB89,0.11446979213096138,3.2430920622801076
MB90,-0.057129365250457934,4.986114899529894
MB91,0.03429984158225721,2.7108892928527055
MB92,-0.1040447669099341,4.0584330754969224
MB93,0.16311030741410426,9.533181471138802
MB94,-0.0210433701145776,4.409226843508587
MB95,0.0756048028172515,55.64944034688037
MB96,0.1310449039619238,22.317617073270316
MB97,-0.13470388361525068,9.602831248274477
MB98,0.10936001026035669,25.974352819789118
MB99,0.25563180242826616,1207.9879146465455
MB100,-0.04047619047619047,0.7608745973749758
MB101,0.11389823817139189,5.3088235294117645
MB102,-0.0708364846468008,1.5046827839831218
MB103,0.31289502437940436,5.85634684629202
MB104,0.10354077253218885,85.09501022934273
MB105,0.026484751203852405,1.5154420203922918
MB106,0.16253071621216653,20.664597324136068
MB107,0.08560015377776693,7.145415256048737
MB108,-0.06259638578037888,10.064682945992422
MB109,0.09962856999447878,2.5483111258257933
MB110,-0.05592077538980208,5.535439979055017
