topic,acf,dps
301,0.19571116812311587,23.866142159051574
302,-0.1081457738136712,0.83992104992084
303,-0.021435133204042046,0.26364942842626365
304,0.07441848247238544,2.4748411648045407
305,-0.005379928808548651,2.3787423201514204
306,0.21376006018420216,4.53502011438776
307,-4.4326241134752477E-4,0.08324412180160848
308,0,0
309,-0.01036414565826328,0.1662282973150527
310,-0.016951133972410562,0.5034208861877105
311,-0.043610137949760805,1.9584288176406628
312,-0.03369071766637694,0.49848172221663917
313,0.24681098599742368,3.773364953706598
314,-0.0022471537892423316,1.0758510669442247
315,0.15819919896412568,4.308130616702537
316,-0.04501006614897903,0.6802201544215802
317,0.025119834175411217,1.005032246625583
318,0.03520276233683787,1.3744482294832927
319,0.009756332776134788,0.7254408942623198
320,0,0
321,-0.022612676260803023,2.4635036279079494
322,0.20735428745804074,3.2114113330572196
323,0.06217713853141577,3.604840835085778
324,0.17205977907732325,0.5081928772283768
325,0.07665698442038558,2.6284580634729053
326,0,0
327,-0.03127428127428138,0.29828679399193414
328,-0.007237794446637707,0.29982034973743504
329,0.044136287583024875,0.6634207216513922
330,0.01539635751131684,2.040882665375755
331,0.1057522413454616,0.36338078062883883
332,0.1572655091211773,27.960616279474444
333,-0.06266058413297713,0.8583801090166048
334,0,0
335,0.35648952060869143,28.022739913726294
336,0.3005050505050497,0.6755349408160224
337,-0.039244186046511614,0.4969439854031785
338,0,0
339,0,0
340,-0.028871829105473985,0.2915325158723195
341,-0.05168642799585589,2.6673629475441216
342,0.048367446393762364,0.8169364745391904
343,0.06790401664107777,9.199192582064729
344,-5.807200929152326E-4,0.10325087416717543
345,-0.010052910052910055,0.1569819137520525
346,-0.010582524271844678,0.1599095517140436
347,-0.06454920951431421,1.720232545685472
348,-0.010582524271844668,0.17138040883038497
349,0.12256128893235405,3.1510369829654836
350,0.1681644795025957,3.332826419299212
351,0,0
352,-0.01917989417989416,0.28063502186588923
353,0.1446525945850257,2.1358069282280616
354,0.29857089087920374,11.321620865835978
