topic,acf,dps
301,0.33272214458266747,80.70216333403113
302,0.09562159709618903,1.9105434596343462
303,-0.013597972972972926,0.9052295413853803
304,-0.07342594734620218,18.349190720040976
305,0.35066748870742526,14.136423589411843
306,0.3690470783979387,73.8377125125468
307,0.2887029832887279,43.23919427729259
308,-0.013227513227513199,0.1978806063728775
309,-0.01036414565826328,0.1662282973150527
310,-0.05311737730510291,1.5774164356089755
311,0.35664495013386915,300.3588040528466
312,-0.06127450980392157,1.0582706190286744
313,0.336875998644264,20.637273184579872
314,0.028276209677419378,2.8351060469395275
315,0.5501955187899606,65.34333692926919
316,-0.032136714738038315,3.540750679910933
317,-0.0812423500611997,1.9306334735723916
318,0.08742839197036688,7.921531933215497
319,0.1731741031673245,15.803980922386462
320,-0.009098635204719298,0.36706852922525224
321,0.16122109907861265,59.06540092826452
322,0.09976152623211447,6.938143361562504
323,0.18717004005031135,12.787574575501452
324,0.2236771222521503,72.61000476154062
325,0.05164053294661486,6.609223191827718
326,0.46858359957401474,24.171086985582082
327,-0.0711206896551724,1.311198699850255
328,-0.04954811270600724,0.8299606668540098
329,0.17238848108413315,5.385818760621925
330,0.0060051463059761535,4.6146220612034865
331,0.218921905361736,266.85557991567447
332,0.7143267451112089,753.0907945256062
333,0.1540060051909274,2.635204389720637
334,0.11628709454796388,0.4350502843049097
335,0.464810281517748,73.36760111851957
336,0.3005050505050497,0.6755349408160224
337,0.020077844628136016,12.730047414445714
338,-0.008445516891033811,0.14252053018982214
339,-0.0341308662426354,0.6245793482011042
340,0.09092831962397173,3.5989080983889075
341,0.12836020597099637,14.553926973778553
342,0.048367446393762364,0.8169364745391904
343,0.20728769804444233,33.71129504380366
344,-0.025666666666666692,0.2732826076269175
345,-0.14343978398857732,4.594564243322768
346,0.29448790267104313,78.70069566612472
347,0.14197180012189345,9.464958066112297
348,-0.025465498357064766,0.5200018045009949
349,0.3559497529696202,14.83091591923622
350,-0.09430142936392732,8.221384143313735
351,-0.0378156153506837,1.9524279037956926
352,0.3518514694611776,521.0930982917953
353,-0.12510723018417047,18.078269925221644
354,0.3338967093546878,109.97369624314457
355,-0.023462056578356504,0.27376466184162457
356,0.12651845920958776,1.1408925817526494
357,0.16465863453815258,14.268216415742888
358,0.022939317178147952,3.9569602984974734
359,-0.10423489553924332,3.6956521739130435
360,0.11525409230415269,35.32759191297727
361,0.05122816394956174,1.5223435506555587
362,0.16660735116752742,2.75312273273415
363,-0.05853785447922995,2.4525038149787965
364,-0.02446188029440373,2.5450687377307952
365,0.05942060354746459,2.316688673246782
366,0.3275265957446804,11.614739060425535
367,0.1364153729477317,20.273312190526063
368,0.2944284248081715,38.038089823439115
369,0.07079576016453075,1.0288486221279498
370,0.20462407061349414,15.665155030109402
371,0.14252953980099395,0.36998088070890633
372,-0.016441052227342545,3.398386237324758
373,0.11612151005230975,2.257799190676483
374,0.2585356305588856,92.95027015843945
375,0.3458626773425283,14.118012262819816
376,-0.034824543299119534,9.998318336978636
377,-0.010322358876369299,4.207312933369109
378,0.26283240660531193,23.78608389471156
379,0.0542133425722755,1.4303927948313913
380,-0.035185185185185264,0.736194251287127
381,-0.05369607265999493,2.441558341142181
382,-0.05296610169491526,1.2562564253405448
383,-0.032911392405063286,24.77494795888761
384,0.30074196446685647,2.1095167193923703
385,0.06759967973203275,9.23253171987937
386,0.2972147855901543,1.327645911963348
387,0.0479196556671449,2.5377201587359215
388,0.1293468447433142,12.763380269673759
389,0.3139196262648879,204.3918635117473
390,0.1908510533139978,54.0478702929483
391,0.3531001495269502,225.9446002519789
392,0.16904312337535882,14.307153997352462
393,0.1558887408736518,19.61497677823035
394,0.03844545388997036,1.6909776327623673
395,0.08676477235689183,28.601531160383463
396,0.12202339402883865,5.792349676811366
397,0.20592636935049322,4.158787207941572
398,0.07459698617928405,35.832974304919595
399,-0.03940608440702591,3.4880188655965694
400,0.0022365322778026375,13.90610816120608
401,0.1974969686186125,231.81364321863205
402,-0.0161971366365376,8.617139034492709
403,0.26304445892436557,2.674967333737433
404,0.3161837824727539,134.43814383718927
