MB110,2012-mb12-adhoc-MB110.txt,0,0,0,0,0,0,0,0,0,0,-0.05592077538980208,5.535439979055017,1
MB109,2012-mb12-adhoc-MB109.txt,0,0,1,0,0,0,0,1,0,0,0.09962856999447878,2.5483111258257933,1
MB108,2012-mb12-adhoc-MB108.txt,0,0,0,0,0,0,0,0,0,0,-0.06259638578037888,10.064682945992422,1
MB107,2012-mb12-adhoc-MB107.txt,0,0,0,0,1,0,1,0,0,0,0.08560015377776693,7.145415256048737,1
MB106,2012-mb12-adhoc-MB106.txt,0,0,0,1,0,0,1,0,0,0,0.16253071621216653,20.664597324136068,1
MB105,2012-mb12-adhoc-MB105.txt,0,0,1,0,0,1,0,0,0,0,0.026484751203852405,1.5154420203922918,1
MB104,2012-mb12-adhoc-MB104.txt,0,0,0,0,0,0,0,0,0,0,0.10354077253218885,85.09501022934273,1
MB103,2012-mb12-adhoc-MB103.txt,0,1,0,0,0,0,0,0,0,1,0.31289502437940436,5.85634684629202,1
MB102,2012-mb12-adhoc-MB102.txt,0,0,0,0,0,0,0,0,0,0,-0.0708364846468008,1.5046827839831218,1
MB101,2012-mb12-adhoc-MB101.txt,0,0,1,1,0,0,0,1,0,0,0.11389823817139189,5.3088235294117645,1
MB100,2012-mb12-adhoc-MB100.txt,0,1,0,0,0,0,0,0,0,1,-0.04047619047619047,0.7608745973749758,1
MB99,2012-mb12-adhoc-MB99.txt,0,0,0,0,0,0,0,0,1,1,0.25563180242826616,1207.9879146465455,1
MB98,2012-mb12-adhoc-MB98.txt,0,0,0,0,1,0,0,0,0,1,0.10936001026035669,25.974352819789118,1
MB97,2012-mb12-adhoc-MB97.txt,0,0,0,0,0,0,0,0,0,0,-0.13470388361525068,9.602831248274477,1
MB96,2012-mb12-adhoc-MB96.txt,0,1,0,0,0,0,0,0,1,1,0.1310449039619238,22.317617073270316,1
MB95,2012-mb12-adhoc-MB95.txt,0,1,0,0,0,0,0,0,0,0,0.0756048028172515,55.64944034688037,1
MB94,2012-mb12-adhoc-MB94.txt,0,0,0,0,0,0,0,0,0,0,-0.0210433701145776,4.409226843508587,1
MB93,2012-mb12-adhoc-MB93.txt,0,0,0,0,1,0,0,0,1,1,0.16311030741410426,9.533181471138802,1
MB92,2012-mb12-adhoc-MB92.txt,0,0,0,0,0,0,0,0,0,0,-0.1040447669099341,4.0584330754969224,1
MB91,2012-mb12-adhoc-MB91.txt,0,0,0,1,0,0,0,0,0,0,0.03429984158225721,2.7108892928527055,1
MB90,2012-mb12-adhoc-MB90.txt,0,0,0,0,0,0,0,0,0,0,-0.057129365250457934,4.986114899529894,1
MB89,2012-mb12-adhoc-MB89.txt,0,1,0,0,0,0,0,0,0,0,0.11446979213096138,3.2430920622801076,1
MB88,2012-mb12-adhoc-MB88.txt,0,0,1,0,0,0,0,0,0,1,0.1862301698026764,345.92367583888534,1
